Date,ZipCode,State,Metro,County,City,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
9/30/2017,10025,NY,New York,New York,New York,0,3568,0.005636979,0.012198582,-0.008888889,22431
9/30/2017,60657,IL,Chicago,Cook,Chicago,1,1903,0.001052078,0.007411329,-0.023100616,32223
9/30/2017,10023,NY,New York,New York,New York,2,3937,0.01104263,0.036871214,0.002036142,29114
9/30/2017,60614,IL,Chicago,Cook,Chicago,3,2138,0.001874414,0.003755869,-0.024635036,33150
9/30/2017,79936,TX,El Paso,El Paso,El Paso,4,983,-0.002030457,-0.009072581,-0.018962076,31486
9/30/2017,10002,NY,New York,New York,New York,5,3769,0.008832976,0.031472359,0.000796601,9172
9/30/2017,60640,IL,Chicago,Cook,Chicago,6,1614,-0.001855288,0,-0.007990166,22477
9/30/2017,10467,NY,New York,Bronx,New York,7,1757,-0.000568828,0.009190121,0.013848817,7339
9/30/2017,77084,TX,Houston,Harris,Houston,8,1428,0.000700771,0.008474576,-0.006263048,26718
9/30/2017,94109,CA,San Francisco,San Francisco,San Francisco,9,4422,-0.001805869,-0.005398111,-0.02470225,9561
9/30/2017,75070,TX,Dallas-Fort Worth,Collin,McKinney,10,1930,0,0.001556824,0.002076843,28948
9/30/2017,11226,NY,New York,Kings,New York,11,2180,0.010194625,0.01774043,0.013953488,10575
9/30/2017,77494,TX,Houston,Fort Bend,Cinco Ranch,12,2149,-0.000465116,-0.001394052,-0.02979684,31576
9/30/2017,77449,TX,Houston,Harris,Cypress,13,1426,0.002108222,0.008486563,-0.015873016,31979
9/30/2017,11375,NY,New York,Queens,New York,14,2115,-0.009367681,-0.020833333,-0.025345622,22413
9/30/2017,10016,NY,New York,New York,New York,15,3733,0.010557661,0.034072022,-0.000535475,26908
9/30/2017,11235,NY,New York,Kings,New York,16,2246,0.006272401,0.009892086,0.019981835,16914
9/30/2017,60647,IL,Chicago,Cook,Chicago,17,1818,-0.001098901,0.0094392,0.018487395,20165
9/30/2017,37211,TN,Nashville,Davidson,Nashville,18,1534,0.000652316,0.003270111,0.037187289,20517
9/30/2017,90250,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Hawthorne,19,2620,0.004601227,0.019852083,0.0501002,14870
9/30/2017,37013,TN,Nashville,Davidson,Nashville,20,1437,0.00209205,0.00349162,0.032327586,22726
9/30/2017,10009,NY,New York,New York,New York,21,3918,0.009533625,0.038155803,0.005130836,9251
9/30/2017,60618,IL,Chicago,Cook,Chicago,22,1861,0.002693966,0.010314875,0.003234501,20788
9/30/2017,10029,NY,New York,New York,New York,23,3032,0.000329924,0.005638474,0.01032989,5782
9/30/2017,10128,NY,New York,New York,New York,24,3332,-0.004481625,-0.001797484,-0.013325437,22879
9/30/2017,10011,NY,New York,New York,New York,25,4378,0.008988246,0.036703765,-0.022985941,21512
9/30/2017,28269,NC,Charlotte,Mecklenburg,Charlotte,26,1331,0.001504891,0.0121673,0.030185759,26177
9/30/2017,78572,TX,McAllen,Hidalgo,Mission,27,1020,-0.006815969,-0.023923445,-0.027645377,20099
9/30/2017,77573,TX,Houston,Galveston,League City,28,1969,0.001525941,0.004591837,-0.012537613,26004
9/30/2017,30349,GA,Atlanta,Clayton,Riverdale,29,1120,0.009918846,0.02283105,0.054613936,23999
9/30/2017,79912,TX,El Paso,El Paso,El Paso,30,1234,0,-0.001618123,-0.007240547,20964
9/30/2017,90046,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,31,3839,-0.004408714,-0.013871051,-0.023155216,11061
9/30/2017,94565,CA,San Francisco,Contra Costa,Pittsburg,32,2186,0.010166359,0.020065329,0.052986513,22279
9/30/2017,77584,TX,Houston,Brazoria,Pearland,33,1879,-0.004239534,-0.012092534,-0.034925526,22764
9/30/2017,10003,NY,New York,New York,New York,34,4157,0.010697788,0.044734858,0.004348877,20669
9/30/2017,10462,NY,New York,Bronx,New York,35,1569,0.008354756,-0.001908397,-0.107508532,18630
9/30/2017,10456,NY,New York,Bronx,New York,36,1860,-0.004282655,0.010320478,0.023665382,3302
9/30/2017,60613,IL,Chicago,Cook,Chicago,37,1663,-0.00180072,-0.001201201,-0.039838337,25424
9/30/2017,78660,TX,Austin,Travis,Pflugerville,38,1635,-0.001221747,-0.004869142,-0.003656307,23295
9/30/2017,75052,TX,Dallas-Fort Worth,Dallas,Grand Prairie,39,1558,0.00516129,0.011688312,0.047043011,25195
9/30/2017,20009,DC,Washington,District of Columbia,Washington,40,2819,-0.003182461,-0.001770538,0.022859216,15939
9/30/2017,20002,DC,Washington,District of Columbia,Washington,41,2737,0.000365497,0.010335917,0.052287582,18635
9/30/2017,21234,MD,Baltimore,Baltimore,Parkville,42,1625,0.00308642,0.008690255,0.027830487,21952
9/30/2017,63376,MO,St. Louis,Saint Charles,Saint Peters,43,1432,0,-0.002090592,0.00280112,27607
9/30/2017,77036,TX,Houston,Harris,Houston,44,1264,0.000791766,-0.001579779,-0.026943803,10564
9/30/2017,30044,GA,Atlanta,Gwinnett,Lawrenceville,45,1336,0.000749064,0.008301887,0.038880249,23914
9/30/2017,10463,NY,New York,Bronx,New York,46,1990,-0.001004016,0.00861632,0.033229491,7488
9/30/2017,60629,IL,Chicago,Cook,Chicago,47,1441,-0.002077562,0.003481894,0.006284916,20840
9/30/2017,60625,IL,Chicago,Cook,Chicago,48,1630,-0.003058104,0.00617284,-0.005491153,16819
9/30/2017,11206,NY,New York,Kings,New York,49,2623,0.001145038,0.006137323,0.002292702,8597
9/30/2017,11230,NY,New York,Kings,New York,50,2249,0.00446628,0.000890076,0.005364327,11784
9/30/2017,11209,NY,New York,Kings,New York,51,2284,0.00528169,0.009279717,0.02790279,15498
9/30/2017,11201,NY,New York,Kings,New York,52,2981,0.003028264,0.020890411,0.036148766,20358
9/30/2017,78613,TX,Austin,Williamson,Cedar Park,53,1729,0,0.000578704,-0.022058824,23738
9/30/2017,11212,NY,New York,Kings,New York,54,2169,0.011188811,0.011660448,0.018788163,5959
9/30/2017,37042,TN,Clarksville,Montgomery,Clarksville,55,935,0,0,0.013001083,26334
9/30/2017,75287,TX,Dallas-Fort Worth,Dallas,Dallas,56,1990,-0.00050226,-0.00050226,0.002014099,6766
9/30/2017,10024,NY,New York,New York,New York,57,4174,0.009187621,0.035989079,0.003606636,19284
9/30/2017,77479,TX,Houston,Fort Bend,Sugar Land,58,2322,-0.006843456,-0.005993151,-0.049140049,26606
9/30/2017,77429,TX,Houston,Harris,Cypress,59,1716,-0.001164144,-0.004640371,-0.033783784,25894
9/30/2017,85032,AZ,Phoenix,Maricopa,Phoenix,60,1367,0.008856089,0.023203593,0.059689922,21569
9/30/2017,78130,TX,San Antonio,Comal,New Braunfels,61,1481,-0.001348618,0.005431093,0.038569425,21793
9/30/2017,11214,NY,New York,Kings,New York,62,2220,0.002257336,0.00135318,0.016483516,12009
9/30/2017,77077,TX,Houston,Harris,Houston,63,1981,-0.003019628,-0.015896672,-0.004522613,12495
9/30/2017,78521,TX,Brownsville,Cameron,Brownsville,64,901,-0.003318584,0.012359551,0.025028441,21381
9/30/2017,30043,GA,Atlanta,Gwinnett,Lawrenceville,65,1482,0.00338524,0.012987013,0.034916201,24460
9/30/2017,30096,GA,Atlanta,Gwinnett,Duluth,66,1429,0.004922644,0.019258203,0.03701016,15440
9/30/2017,23464,VA,Virginia Beach,Virginia Beach City,Virginia Beach,67,1542,0.001298701,-0.001295337,0.009162304,24717
9/30/2017,94501,CA,San Francisco,Alameda,Alameda,68,3297,-0.002722323,0.012903226,-0.006927711,15142
9/30/2017,7030,NJ,New York,Hudson,Hoboken,69,2850,-0.007660167,-0.003496503,-0.019270475,22302
9/30/2017,60619,IL,Chicago,Cook,Chicago,70,1351,-0.000739645,0.002225519,0.008208955,16391
9/30/2017,73099,OK,Oklahoma City,Canadian,Yukon,71,1230,0.00081367,0.00902379,-0.029202841,25756
9/30/2017,11229,NY,New York,Kings,New York,72,2231,0.004954955,-0.004462294,0.022456462,15464
9/30/2017,94110,CA,San Francisco,San Francisco,San Francisco,73,4668,0.011265165,0.021444201,-0.011854361,13459
9/30/2017,28277,NC,Charlotte,Mecklenburg,Charlotte,74,1860,-0.001610306,-0.009057006,0.023665382,23885
9/30/2017,75243,TX,Dallas-Fort Worth,Dallas,Dallas,75,1478,0.004758668,0.013022618,0.059498208,11294
9/30/2017,90034,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,76,3488,0.001723148,0.003163647,0.013364323,8210
9/30/2017,33160,FL,Miami-Fort Lauderdale,Miami-Dade,Sunny Isles Beach,77,2178,-0.006386861,-0.010899183,-0.062015504,47681
9/30/2017,33139,FL,Miami-Fort Lauderdale,Miami-Dade,Miami Beach,78,2045,-0.003896736,-0.020124581,-0.079657966,33098
9/30/2017,44107,OH,Cleveland,Cuyahoga,Lakewood,79,1233,0.007352941,0.019008264,0.006530612,15230
9/30/2017,77379,TX,Houston,Harris,Tomball,80,1780,0.001124859,0.001124859,-0.028914348,25036
9/30/2017,11377,NY,New York,Queens,New York,81,2273,-0.001318102,0.005307386,-0.002632734,11766
9/30/2017,90044,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,82,2353,0.00042517,0.012914335,0.132883967,13556
9/30/2017,33411,FL,Miami-Fort Lauderdale,Palm Beach,Royal Palm Beach,83,1917,-0.000521376,0.002090957,0.011075949,30491
9/30/2017,11234,NY,New York,Kings,New York,84,2214,0.002717391,-0.009838998,0.014665445,21215
9/30/2017,90650,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Norwalk,85,2334,0.001716738,0.005167959,0.060909091,22058
9/30/2017,90805,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Long Beach,86,2252,0.00311804,0.004460303,0.081132981,15492
9/30/2017,11207,NY,New York,Kings,New York,87,2225,0.002703921,-0.005808758,0.00044964,12430
9/30/2017,75067,TX,Dallas-Fort Worth,Denton,Lewisville,88,1642,0.001830384,0.002442002,0.025608994,12128
9/30/2017,60617,IL,Chicago,Cook,Chicago,89,1342,0.002989537,0.018209408,0.0143613,20708
9/30/2017,10019,NY,New York,New York,New York,90,3905,0.005665722,0.026820931,0.002567394,20659
9/30/2017,44035,OH,Cleveland,Lorain,Elyria,91,847,0,0.008333333,0.010739857,21011
9/30/2017,23462,VA,Virginia Beach,Virginia Beach City,Virginia Beach,92,1293,0.001549187,0.002325581,0.002325581,21944
9/30/2017,19143,PA,Philadelphia,Philadelphia,Philadelphia,93,1097,0.005499542,0.018570102,0.049760766,23038
9/30/2017,48197,MI,Ann Arbor,Washtenaw,Ypsilanti,94,1520,-0.002624672,-0.021249195,0.021505376,16821
9/30/2017,78704,TX,Austin,Travis,Austin,95,2181,-0.002287283,-0.007734304,0.001837391,14057
9/30/2017,92683,CA,Los Angeles-Long Beach-Anaheim,Orange,Westminster,96,2823,0.002129925,0.014737599,0.040545522,18098
9/30/2017,8701,NJ,New York,Ocean,Lakewood Township,97,1906,-0.002094241,-0.002616431,0.026386645,21467
9/30/2017,85710,AZ,Tucson,Pima,Tucson,98,1130,0.003552398,0.021699819,0.075166508,17105
9/30/2017,11355,NY,New York,Queens,New York,99,2260,0.002217295,0.008028546,0.008478358,13892
9/30/2017,78666,TX,Austin,Hays,San Marcos,100,1436,0.004195804,0.00209351,0.00349406,11752
9/30/2017,66062,KS,Kansas City,Johnson,Olathe,101,1718,-0.003480278,-0.006362059,-0.002901915,23670
9/30/2017,78745,TX,Austin,Travis,Austin,102,1652,0,-0.00120919,-0.000604961,17310
9/30/2017,95630,CA,Sacramento,Sacramento,Folsom,103,2221,-0.001797753,-0.004035874,0.033503955,22060
9/30/2017,91910,CA,San Diego,San Diego,Chula Vista,104,2410,0.005423446,0.020753918,0.045553145,16348
9/30/2017,90026,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,105,3021,0.00499002,0.020263425,0.05261324,9662
9/30/2017,10314,NY,New York,Richmond,New York,106,2149,0.005144995,0.026265521,0.030201342,24931
9/30/2017,87111,NM,Albuquerque,Bernalillo,Albuquerque,107,1341,0.008270677,0.01899696,0.004494382,18848
9/30/2017,94558,CA,Napa,Napa,Napa,108,2642,0.004562738,0.014203455,0.011872846,16674
9/30/2017,11215,NY,New York,Kings,New York,109,2769,0.011322133,0.033980583,0.027839644,19588
9/30/2017,98052,WA,Seattle,King,Redmond,110,2679,0.004499438,0.017470566,0.039984472,19679
9/30/2017,30024,GA,Atlanta,Gwinnett,Suwanee,111,1896,0.003705664,0.022102426,0.022102426,22770
9/30/2017,32210,FL,Jacksonville,Duval,Jacksonville,112,1031,0.000970874,0.011776251,0.036180905,19993
9/30/2017,6010,CT,Hartford,Hartford,Bristol,113,1445,0.01048951,0.001386001,-0.024966262,19875
9/30/2017,11221,NY,New York,Kings,New York,114,2466,0.001218027,0.004071661,0.004889976,13736
9/30/2017,33025,FL,Miami-Fort Lauderdale,Broward,Miramar,115,1643,0.000609013,0.003052503,0.004278729,25052
9/30/2017,60610,IL,Chicago,Cook,Chicago,116,1891,0.002119767,0.021058315,-0.016640666,28342
9/30/2017,30281,GA,Atlanta,Henry,Stockbridge,117,1196,0.0058873,0.023096664,0.038194444,20746
9/30/2017,89108,NV,Las Vegas,Clark,Las Vegas,118,1142,0.007054674,0.022381379,0.051565378,19609
9/30/2017,78240,TX,San Antonio,Bexar,San Antonio,119,1345,0.002982849,0.005231689,0.012801205,12119
9/30/2017,85225,AZ,Phoenix,Maricopa,Chandler,120,1334,0.003762227,0.014448669,0.037325039,20097
9/30/2017,77433,TX,Houston,Harris,Cypress,121,1707,-0.00058548,-0.006980803,-0.046368715,24955
9/30/2017,2169,MA,Boston,Norfolk,Quincy,122,2258,0.002664298,0.003555556,0.011648746,14937
9/30/2017,33009,FL,Miami-Fort Lauderdale,Broward,Hallandale,123,1595,-0.003747658,-0.008701057,-0.029805353,35649
9/30/2017,15601,PA,Pittsburgh,Westmoreland,Greensburg,124,935,0.010810811,0.017410229,-0.017857143,19320
9/30/2017,93722,CA,Fresno,Fresno,Fresno,125,1301,0.00308404,0.003858025,0.020392157,20328
9/30/2017,48180,MI,Detroit,Wayne,Taylor,126,992,0.004048583,0.026915114,0.112107623,21805
9/30/2017,78245,TX,San Antonio,Bexar,San Antonio,127,1280,-0.00078064,0.004709576,0.032258065,20552
9/30/2017,17603,PA,Lancaster,Lancaster,Lancaster,128,1140,-0.000876424,-0.003496503,0.044912924,19093
9/30/2017,95608,CA,Sacramento,Sacramento,Carmichael,129,1780,0.004514673,0.023576768,0.055753262,18370
9/30/2017,85308,AZ,Phoenix,Maricopa,Glendale,130,1437,0.00209205,0.007007708,0.021321962,21852
9/30/2017,94533,CA,Vallejo,Solano,Fairfield,131,1933,0.001554404,0.015231092,0.082306831,18092
9/30/2017,60611,IL,Chicago,Cook,Chicago,132,1981,0,0.025362319,-0.028921569,30332
9/30/2017,43055,OH,Columbus,Licking,Newark,133,840,0.007194245,0.024390244,-0.00591716,20737
9/30/2017,14850,NY,Ithaca,Tompkins,Ithaca,134,1753,0.012124711,0.034828808,0.016231884,12458
9/30/2017,87114,NM,Albuquerque,Bernalillo,Albuquerque,135,1253,0.005617978,0.006425703,-0.010268562,20745
9/30/2017,33024,FL,Miami-Fort Lauderdale,Broward,Pembroke Pines,136,1775,0.003959276,0.013706453,0.014865638,25540
9/30/2017,80013,CO,Denver,Arapahoe,Aurora,137,1866,0.008103728,0.023026316,0.009194159,23726
9/30/2017,20906,MD,Washington,Montgomery,Silver Spring,138,1947,0.004643963,0.007242628,-0.018154312,22463
9/30/2017,37075,TN,Nashville,Sumner,Hendersonville,139,1680,-0.002375297,-0.007092199,0.016333938,22651
9/30/2017,11211,NY,New York,Kings,New York,140,2978,-0.002679169,-0.002010724,0.032951786,12520
9/30/2017,90066,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,141,4225,0.004278583,0.018317667,0.029985373,13004
9/30/2017,11373,NY,New York,Queens,New York,142,2248,0.001336303,0.012156686,0.002229157,12665
9/30/2017,11385,NY,New York,Queens,New York,143,2263,0.002658396,0.018910401,0.002658396,14235
9/30/2017,85281,AZ,Phoenix,Maricopa,Tempe,144,1330,0.003773585,0.015267176,0.035825545,13165
9/30/2017,44060,OH,Cleveland,Lake,Mentor,145,1309,-0.003805175,-0.016528926,-0.008333333,24789
9/30/2017,43081,OH,Columbus,Franklin,Westerville,146,1506,-0.003968254,0.00466978,0.030095759,20728
9/30/2017,78577,TX,McAllen,Hidalgo,Pharr,147,892,-0.01978022,-0.048025614,-0.033586132,16099
9/30/2017,28027,NC,Charlotte,Cabarrus,Concord,148,1390,0.005788712,0.016081871,0.038088125,21475
9/30/2017,85364,AZ,Yuma,Yuma,Yuma,149,860,0,0.002331002,0.023809524,17689
9/30/2017,8753,NJ,New York,Ocean,Toms River,150,1914,-0.001043841,-0.00777605,0.041349293,24423
9/30/2017,92677,CA,Los Angeles-Long Beach-Anaheim,Orange,Laguna Niguel,151,3353,-0.003269917,-0.004453682,0.027267157,24318
9/30/2017,91709,CA,Riverside,San Bernardino,Chino Hills,152,3050,0.000984575,0.00660066,0.075837743,21205
9/30/2017,65807,MO,Springfield,Greene,Springfield,153,809,-0.001234568,-0.014616322,-0.009791922,16903
9/30/2017,60620,IL,Chicago,Cook,Chicago,154,1367,0,0.000732064,0.015601783,16391
9/30/2017,75034,TX,Dallas-Fort Worth,Collin,Frisco,155,2520,-0.000396668,0.000396983,-0.018691589,16997
9/30/2017,10028,NY,New York,New York,New York,156,3420,-0.004656577,0.000585138,-0.015827338,17986
9/30/2017,60634,IL,Chicago,Cook,Chicago,157,1784,-0.003351955,-0.008337966,0.001684447,20380
9/30/2017,95823,CA,Sacramento,Sacramento,Sacramento,158,1498,0.019047619,0.040277778,0.078473722,16523
9/30/2017,92804,CA,Los Angeles-Long Beach-Anaheim,Orange,Anaheim,159,2635,0.003045299,0.019736842,0.059083601,14537
9/30/2017,27410,NC,,Guilford,Greensboro,160,1426,0.007773852,0.038601602,0.044688645,19349
9/30/2017,6902,CT,Stamford,Fairfield,Stamford,161,2306,0.001737619,0.011847301,0.015411713,15541
9/30/2017,43123,OH,Columbus,Franklin,Grove City,162,1371,0.00660793,0.020848846,0.039423806,21877
9/30/2017,20011,DC,Washington,District of Columbia,Washington,163,2675,-0.002609993,0.007912585,0.061507937,17062
9/30/2017,60016,IL,Chicago,Cook,Des Plaines,164,1657,0.000603865,0.005461165,0.020320197,22451
9/30/2017,92109,CA,San Diego,San Diego,San Diego,165,3048,0.002301874,0.020080321,0.056865465,15185
9/30/2017,45011,OH,Cincinnati,Butler,Hamilton,166,1458,0.007601935,0.014613779,0.026760563,22399
9/30/2017,60628,IL,Chicago,Cook,Chicago,167,1322,0.004559271,0.011476664,0.006854532,20599
9/30/2017,90019,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,168,3210,-0.004651163,-0.012915129,0.02425016,9749
9/30/2017,91911,CA,San Diego,San Diego,Chula Vista,169,2299,0.005686789,0.016806723,0.050251256,15285
9/30/2017,44256,OH,Cleveland,Medina,Medina,170,1633,0.008024691,0.044785669,0.061078622,21336
9/30/2017,76028,TX,Dallas-Fort Worth,Johnson,Burleson,171,1565,0.006430868,0.02421466,0.058147397,21510
9/30/2017,2148,MA,Boston,Middlesex,Malden,172,2270,-0.0039491,-0.00307422,0.027149321,13808
9/30/2017,75228,TX,Dallas-Fort Worth,Dallas,Dallas,173,1382,0.008023341,0.019926199,0.055767762,15266
9/30/2017,89121,NV,Las Vegas,Clark,Las Vegas,174,1177,0.006843456,0.020815265,0.03427065,17072
9/30/2017,33647,FL,Tampa,Hillsborough,Tampa,175,1723,0.001744186,0.008191925,0.014723204,21093
9/30/2017,89117,NV,Las Vegas,Clark,Las Vegas,176,1424,0.009929078,0.02078853,0.035636364,18754
9/30/2017,47906,IN,Lafayette-West Lafayette,Tippecanoe,West Lafayette,177,1305,0.000766871,-0.001530222,0.02433281,12810
9/30/2017,92345,CA,Riverside,San Bernardino,Hesperia,178,1312,0.007680492,0.01863354,0.060630558,21581
9/30/2017,43130,OH,Columbus,Fairfield,Lancaster,179,1028,-0.020952381,-0.002909796,-0.086222222,19283
9/30/2017,11236,NY,New York,Kings,New York,180,2146,0.004681648,-0.001395998,0.019961977,15967
9/30/2017,28314,NC,Fayetteville,Cumberland,Fayetteville,181,792,-0.002518892,-0.01,-0.037667072,10276
9/30/2017,40475,KY,Richmond,Madison,Richmond,182,1108,0.007272727,0.009107468,0.054234063,16410
9/30/2017,94536,CA,San Francisco,Alameda,Fremont,183,3121,0.002892031,0.01035934,0.003214401,19008
9/30/2017,92503,CA,Riverside,Riverside,Riverside,184,1873,0.007530931,0.019042437,0.067236467,19527
9/30/2017,65203,MO,Columbia,Boone,Columbia,185,1290,0.001552795,0.003891051,-0.00539707,19651
9/30/2017,19111,PA,Philadelphia,Philadelphia,Philadelphia,186,1260,0.007194245,0.022727273,0.014492754,17154
9/30/2017,92126,CA,San Diego,San Diego,San Diego,187,2493,0.001204819,0.012180268,0.033153751,19523
9/30/2017,77450,TX,Houston,Fort Bend,Cinco Ranch,188,1828,-0.001638449,-0.009750813,-0.036880927,20328
9/30/2017,27406,NC,,Guilford,Greensboro,189,906,0.00554939,0.014557671,0.051044084,21855
9/30/2017,91730,CA,Riverside,San Bernardino,Rancho Cucamonga,190,2092,0.006253006,0.022482893,0.076685538,15890
9/30/2017,90201,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Bell,191,2310,0.001734605,0.003911343,0.088595664,8169
9/30/2017,97229,OR,Portland,Washington,Cedar Mill,192,2378,0.003799071,0.014072495,-0.010403662,20715
9/30/2017,29732,SC,Charlotte,York,Rock Hill,193,1336,0.005267118,0.030069391,0.047843137,19615
9/30/2017,27610,NC,Raleigh,Wake,Raleigh,194,1239,-0.000806452,-0.000806452,0.029925187,21172
9/30/2017,76244,TX,Dallas-Fort Worth,Tarrant,Fort Worth,195,1780,0.003382187,0.014245014,0.030092593,20158
9/30/2017,98103,WA,Seattle,King,Seattle,196,2725,0.003683241,0.020217147,0.048883757,17641
9/30/2017,10457,NY,New York,Bronx,New York,197,1766,0.004550626,0.012034384,-0.007865169,3309
9/30/2017,21740,MD,Hagerstown,Washington,Hagerstown,198,1070,-0.000933707,-0.019248396,-0.012915129,19870
9/30/2017,77095,TX,Houston,Harris,Houston,199,1667,0,-0.003586372,-0.025146199,20394
9/30/2017,32822,FL,Orlando,Orange,Orlando,200,1210,0.001655629,0.012552301,0.048526863,16095
9/30/2017,22191,VA,Washington,Prince William,Woodbridge,201,1827,0.006057269,0.015,0.020100503,17422
9/30/2017,90280,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,South Gate,202,2284,0.001315213,0.00528169,0.086584206,14310
9/30/2017,60626,IL,Chicago,Cook,Chicago,203,1455,-0.002741604,-0.002057613,-0.020861373,15085
9/30/2017,92592,CA,Riverside,Riverside,Temecula,204,2249,0.002228164,0.007165249,0.052902622,23429
9/30/2017,87120,NM,Albuquerque,Bernalillo,Albuquerque,205,1208,0.001658375,0.003322259,-0.004122012,21586
9/30/2017,98012,WA,Seattle,Snohomish,Bothell,206,2360,0,0.006825939,0.044247788,20473
9/30/2017,10027,NY,New York,New York,New York,207,3249,-0.001229634,0.006505576,-0.003374233,6112
9/30/2017,90004,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,208,3506,-0.004542873,-0.014337925,0.004584527,6495
9/30/2017,92336,CA,Riverside,San Bernardino,Fontana,209,2177,0.000459559,0.00091954,0.025435704,23473
9/30/2017,30062,GA,Atlanta,Cobb,Marietta,210,1911,0.001047669,0.006849315,0.034650785,21881
9/30/2017,46307,IN,Chicago,Lake,Crown Point,211,1558,-0.004472843,-0.003198976,0.014322917,29133
9/30/2017,33012,FL,Miami-Fort Lauderdale,Miami-Dade,Hialeah,212,1716,0.001166861,0,0.011792453,18327
9/30/2017,80134,CO,Denver,Douglas,Parker,213,2355,-0.000424448,0.000424809,-0.004649197,21379
9/30/2017,23454,VA,Virginia Beach,Virginia Beach City,Virginia Beach,214,1612,0.004987531,0.010025063,0.020899303,20331
9/30/2017,46227,IN,Indianapolis,Marion,Indianapolis,215,1106,0.007285974,0.014678899,0.009124088,13856
9/30/2017,11238,NY,New York,Kings,New York,216,2752,0.009167583,0.02571748,0.028785047,12554
9/30/2017,74012,OK,Tulsa,Tulsa,Broken Arrow,217,1221,0.002463054,0.009925558,-0.024760383,20841
9/30/2017,21117,MD,Baltimore,Baltimore,Owings Mills,218,1752,0.001715266,0.005740528,0.005163511,16416
9/30/2017,90706,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Bellflower,219,2397,0.003768844,0.011819333,0.058745583,12087
9/30/2017,60649,IL,Chicago,Cook,Chicago,220,1259,0.004788508,0.008814103,-0.019470405,9812
9/30/2017,7093,NJ,New York,Hudson,West New York,221,2172,0.006954103,0.020197276,-0.003669725,12235
9/30/2017,77459,TX,Houston,Fort Bend,Missouri City,222,1831,-0.004891304,-0.012405609,-0.047346514,22569
9/30/2017,11372,NY,New York,Queens,New York,223,2131,-0.006989748,-0.018876611,-0.022925264,10935
9/30/2017,99301,WA,Kennewick,Franklin,Pasco,224,1336,0,-0.000747943,0.044566067,19462
9/30/2017,32244,FL,Jacksonville,Duval,Jacksonville,225,1124,0,0.012612613,0.030247479,18564
9/30/2017,11233,NY,New York,Kings,New York,226,2353,0.002983802,0.008140531,0.024379626,10262
9/30/2017,48103,MI,Ann Arbor,Washtenaw,Ann Arbor,227,2006,0,-0.007422068,0.054679285,19512
9/30/2017,33186,FL,Miami-Fort Lauderdale,Miami-Dade,The Crossings,228,1950,-0.001536098,0.002570694,-0.002047083,25046
9/30/2017,92335,CA,Riverside,San Bernardino,Fontana,229,1720,0.0111699,0.025029797,0.04622871,16171
9/30/2017,92021,CA,San Diego,San Diego,El Cajon,230,2356,0.006407518,0.019031142,0.054138702,12454
9/30/2017,85705,AZ,Tucson,Pima,Tucson,231,1015,0.017034068,0.060606061,0.078639745,9565
9/30/2017,20019,DC,Washington,District of Columbia,Washington,232,1946,0.001544004,0.018315018,0.018315018,13170
9/30/2017,76063,TX,Dallas-Fort Worth,Tarrant,Mansfield,233,1870,0.006458558,0.018518519,0.038888889,18962
9/30/2017,43230,OH,Columbus,Franklin,Gahanna,234,1459,-0.000684932,0.006206897,0.022424667,18794
9/30/2017,23320,VA,Virginia Beach,Chesapeake City,Chesapeake,235,1520,0.002638522,0.006622517,0.012658228,19737
9/30/2017,22193,VA,Washington,Prince William,Woodbridge,236,1823,0.004407713,0.009972299,0.020716685,22423
9/30/2017,93065,CA,Ventura,Ventura,Simi Valley,237,2729,0.003677823,0.013367991,0.040411742,21048
9/30/2017,48185,MI,Detroit,Wayne,Westland,238,1131,0,-0.000883392,0.012533572,15377
9/30/2017,75217,TX,Dallas-Fort Worth,Dallas,Dallas,239,1140,0.006178288,0.016042781,0.075471698,19219
9/30/2017,27834,NC,Greenville,Pitt,Greenville,240,837,0.001196172,0,0.019488429,14634
9/30/2017,44130,OH,Cleveland,Cuyahoga,Parma Heights,241,1151,0,-0.008613264,0.008764242,17448
9/30/2017,92101,CA,San Diego,San Diego,San Diego,242,2590,0.003875969,0.016084739,0.029411765,13340
9/30/2017,22304,VA,Washington,Alexandria City,Alexandria,243,2002,0.004012036,0.011622031,0.005524862,12669
9/30/2017,91342,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,244,2530,0.002774475,0.012,0.034764826,19565
9/30/2017,11223,NY,New York,Kings,New York,245,2242,0.004480287,0.007640449,0.004480287,11700
9/30/2017,30331,GA,Atlanta,Fulton,Atlanta,246,1232,0.005714286,0.02071251,0.038785835,16864
